Latitude,Longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,First Yr Annual (MWh),Breakeven Price ($/MWh),Reference Price ($/MWh),Total Capacity (MW),Annual
49.85,-100.5,Utility Tracker,Flat,No Tariff,87294.72,74.65,33.42,50,4.94
49.85,-100.5,Utility Tracker,Flat,Tariff,87294.72,97.62,33.42,50,4.94
49.85,-100.5,Utility Tracker,Time of use,No Tariff,87294.72,61.3,33.42,50,4.94
49.85,-100.5,Utility Tracker,Time of use,Tariff,87294.72,80.16,33.42,50,4.94
53.26,-131.99,Commercial,Flat,,195.41,160.01,87.21,0.2,3.15
53.26,-131.99,Commercial,Time of use,,195.41,129.06,87.21,0.2,3.15
53.26,-131.99,Community,Flat,,195.41,152.09,87.21,0.2,3.15
53.26,-131.99,Community,Time of use,,195.41,122.67,87.21,0.2,3.15
53.26,-131.99,Residential,Flat,,4.73,207.03,97.75,0.005,3.15
53.26,-131.99,Residential,Time of use,,4.73,166.39,97.75,0.005,3.15
53.26,-131.99,Utility Fixed,Flat,No Tariff,48854.35,124.59,47.71,50,3.15
53.26,-131.99,Utility Fixed,Flat,Tariff,48854.35,160.22,47.71,50,3.15
53.26,-131.99,Utility Fixed,Time of use,No Tariff,48854.35,100.49,47.71,50,3.15
53.26,-131.99,Utility Fixed,Time of use,Tariff,48854.35,129.22,47.71,50,3.15
53.26,-131.99,Utility Tracker,Flat,No Tariff,56050.76,115.41,47.71,50,3.15
53.26,-131.99,Utility Tracker,Flat,Tariff,56050.76,146.34,47.71,50,3.15
53.26,-131.99,Utility Tracker,Time of use,No Tariff,56050.76,93.2,47.71,50,3.15
53.26,-131.99,Utility Tracker,Time of use,Tariff,56050.76,118.18,47.71,50,3.15
55.28,-114.77,Commercial,Flat,,244.54,117.11,84.13,0.2,4.37
55.28,-114.77,Commercial,Time of use,,244.54,84.95,84.13,0.2,4.37
55.28,-114.77,Community,Flat,,244.54,111.2,84.13,0.2,4.37
55.28,-114.77,Community,Time of use,,244.54,80.66,84.13,0.2,4.37
55.28,-114.77,Residential,Flat,,5.85,154.47,97.06,0.005,4.37
55.28,-114.77,Residential,Time of use,,5.85,117,97.06,0.005,4.37
55.28,-114.77,Utility Fixed,Flat,No Tariff,61136.34,91.85,25.98,50,4.37
55.28,-114.77,Utility Fixed,Flat,Tariff,61136.34,101.33,25.98,50,4.37
55.28,-114.77,Utility Fixed,Time of use,No Tariff,61136.34,66.65,25.98,50,4.37
55.28,-114.77,Utility Fixed,Time of use,Tariff,61136.34,73.53,25.98,50,4.37
55.28,-114.77,Utility Tracker,Flat,No Tariff,75464.96,79.54,25.98,50,4.37
55.28,-114.77,Utility Tracker,Flat,Tariff,75464.96,87.2,25.98,50,4.37
55.28,-114.77,Utility Tracker,Time of use,No Tariff,75464.96,59.07,25.98,50,4.37
55.28,-114.77,Utility Tracker,Time of use,Tariff,75464.96,64.76,25.98,50,4.37
49.08,-121.81,Commercial,Flat,,225.53,138.6,87.21,0.2,3.59
49.08,-121.81,Commercial,Time of use,,225.53,111.61,87.21,0.2,3.59
49.08,-121.81,Community,Flat,,225.53,131.74,87.21,0.2,3.59
49.08,-121.81,Community,Time of use,,225.53,106.09,87.21,0.2,3.59
49.08,-121.81,Residential,Flat,,5.54,177.08,97.75,0.005,3.59
49.08,-121.81,Residential,Time of use,,5.54,145.18,97.75,0.005,3.59
49.08,-121.81,Utility Fixed,Flat,No Tariff,56383.05,108.72,47.71,50,3.59
49.08,-121.81,Utility Fixed,Flat,Tariff,56383.05,139.67,47.71,50,3.59
49.08,-121.81,Utility Fixed,Time of use,No Tariff,56383.05,87.55,47.71,50,3.59
49.08,-121.81,Utility Fixed,Time of use,Tariff,56383.05,112.47,47.71,50,3.59
49.08,-121.81,Utility Tracker,Flat,No Tariff,68546.38,95.49,47.71,50,3.59
49.08,-121.81,Utility Tracker,Flat,Tariff,68546.38,120.91,47.71,50,3.59
49.08,-121.81,Utility Tracker,Time of use,No Tariff,68546.38,76.94,47.71,50,3.59
49.08,-121.81,Utility Tracker,Time of use,Tariff,68546.38,97.42,47.71,50,3.59
49.89,-124.6,Commercial,Flat,,241.21,129.54,87.21,0.2,3.71
49.89,-124.6,Commercial,Time of use,,241.21,104.12,87.21,0.2,3.71
49.89,-124.6,Community,Flat,,241.21,123.13,87.21,0.2,3.71
49.89,-124.6,Community,Time of use,,241.21,98.97,87.21,0.2,3.71
49.89,-124.6,Residential,Flat,,5.95,164.82,97.75,0.005,3.71
49.89,-124.6,Residential,Time of use,,5.95,137.85,97.75,0.005,3.71
49.89,-124.6,Utility Fixed,Flat,No Tariff,60303.58,101.86,47.71,50,3.71
49.89,-124.6,Utility Fixed,Flat,Tariff,60303.58,130.78,47.71,50,3.71
49.89,-124.6,Utility Fixed,Time of use,No Tariff,60303.58,81.86,47.71,50,3.71
49.89,-124.6,Utility Fixed,Time of use,Tariff,60303.58,105.11,47.71,50,3.71
49.89,-124.6,Utility Tracker,Flat,No Tariff,72488.48,90.42,47.71,50,3.71
49.89,-124.6,Utility Tracker,Flat,Tariff,72488.48,114.44,47.71,50,3.71
49.89,-124.6,Utility Tracker,Time of use,No Tariff,72488.48,72.72,47.71,50,3.71
49.89,-124.6,Utility Tracker,Time of use,Tariff,72488.48,92.03,47.71,50,3.71
49.76,-117.46,Commercial,Flat,,249.89,122.7,87.21,0.2,4.04
49.76,-117.46,Commercial,Time of use,,249.89,98.86,87.21,0.2,4.04
49.76,-117.46,Community,Flat,,249.89,116.53,87.21,0.2,4.04
49.76,-117.46,Community,Time of use,,249.89,93.88,87.21,0.2,4.04
49.76,-117.46,Residential,Flat,,6.14,157.42,97.75,0.005,4.04
49.76,-117.46,Residential,Time of use,,6.14,131.41,97.75,0.005,4.04
49.76,-117.46,Utility Fixed,Flat,No Tariff,62474.77,96.29,47.71,50,4.04
49.76,-117.46,Utility Fixed,Flat,Tariff,62474.77,124.12,47.71,50,4.04
49.76,-117.46,Utility Fixed,Time of use,No Tariff,62474.77,77.58,47.71,50,4.04
49.76,-117.46,Utility Fixed,Time of use,Tariff,62474.77,100,47.71,50,4.04
49.76,-117.46,Utility Tracker,Flat,No Tariff,76165.26,84.53,47.71,50,4.04
49.76,-117.46,Utility Tracker,Flat,Tariff,76165.26,107.33,47.71,50,4.04
49.76,-117.46,Utility Tracker,Time of use,No Tariff,76165.26,68.1,47.71,50,4.04
49.76,-117.46,Utility Tracker,Time of use,Tariff,76165.26,86.47,47.71,50,4.04
53.49,-104.81,Commercial,Flat,,263.71,118.97,113.05,0.2,4.64
53.49,-104.81,Commercial,Time of use,,263.71,85.3,113.05,0.2,4.64
53.49,-104.81,Community,Flat,,263.71,107.28,113.05,0.2,4.64
53.49,-104.81,Community,Time of use,,263.71,76.92,113.05,0.2,4.64
53.49,-104.81,Residential,Flat,,6.35,156.02,165.82,0.005,4.64
53.49,-104.81,Residential,Time of use,,6.35,107.46,165.82,0.005,4.64
53.49,-104.81,Utility Fixed,Flat,No Tariff,65928.71,91.45,48.43,50,4.64
53.49,-104.81,Utility Fixed,Flat,Tariff,65928.71,123.02,48.43,50,4.64
53.49,-104.81,Utility Fixed,Time of use,No Tariff,65928.71,65.61,48.43,50,4.64
53.49,-104.81,Utility Fixed,Time of use,Tariff,65928.71,88.25,48.43,50,4.64
53.49,-104.81,Utility Tracker,Flat,No Tariff,82521.3,77.96,48.43,50,4.64
53.49,-104.81,Utility Tracker,Flat,Tariff,82521.3,103.01,48.43,50,4.64
53.49,-104.81,Utility Tracker,Time of use,No Tariff,82521.3,57.41,48.43,50,4.64
53.49,-104.81,Utility Tracker,Time of use,Tariff,82521.3,75.86,48.43,50,4.64
51.62,-109.47,Commercial,Flat,,271.21,115.66,113.05,0.2,4.91
51.62,-109.47,Commercial,Time of use,,271.21,82.16,113.05,0.2,4.91
51.62,-109.47,Community,Flat,,271.21,104.29,113.05,0.2,4.91
51.62,-109.47,Community,Time of use,,271.21,74.09,113.05,0.2,4.91
51.62,-109.47,Residential,Flat,,6.56,151.05,165.82,0.005,4.91
51.62,-109.47,Residential,Time of use,,6.56,101.09,165.82,0.005,4.91
51.62,-109.47,Utility Fixed,Flat,No Tariff,67803.39,88.89,48.43,50,4.91
51.62,-109.47,Utility Fixed,Flat,Tariff,67803.39,119.53,48.43,50,4.91
51.62,-109.47,Utility Fixed,Time of use,No Tariff,67803.39,63.22,48.43,50,4.91
51.62,-109.47,Utility Fixed,Time of use,Tariff,67803.39,85,48.43,50,4.91
51.62,-109.47,Utility Tracker,Flat,No Tariff,83939.76,76.51,48.43,50,4.91
51.62,-109.47,Utility Tracker,Flat,Tariff,83939.76,101.08,48.43,50,4.91
51.62,-109.47,Utility Tracker,Time of use,No Tariff,83939.76,55.98,48.43,50,4.91
51.62,-109.47,Utility Tracker,Time of use,Tariff,83939.76,73.94,48.43,50,4.91
55.16,-114.03,Commercial,Flat,,243.83,117.45,84.13,0.2,4.38
55.16,-114.03,Commercial,Time of use,,243.83,85.07,84.13,0.2,4.38
55.16,-114.03,Community,Flat,,243.83,111.53,84.13,0.2,4.38
55.16,-114.03,Community,Time of use,,243.83,80.78,84.13,0.2,4.38
55.16,-114.03,Residential,Flat,,5.84,154.84,97.06,0.005,4.38
55.16,-114.03,Residential,Time of use,,5.84,117.45,97.06,0.005,4.38
55.16,-114.03,Utility Fixed,Flat,No Tariff,60958.19,92.14,25.98,50,4.38
55.16,-114.03,Utility Fixed,Flat,Tariff,60958.19,101.65,25.98,50,4.38
55.16,-114.03,Utility Fixed,Time of use,No Tariff,60958.19,66.76,25.98,50,4.38
55.16,-114.03,Utility Fixed,Time of use,Tariff,60958.19,73.65,25.98,50,4.38
55.16,-114.03,Utility Tracker,Flat,No Tariff,75268.81,79.78,25.98,50,4.38
55.16,-114.03,Utility Tracker,Flat,Tariff,75268.81,87.47,25.98,50,4.38
55.16,-114.03,Utility Tracker,Time of use,No Tariff,75268.81,59.17,25.98,50,4.38
55.16,-114.03,Utility Tracker,Time of use,Tariff,75268.81,64.88,25.98,50,4.38
54.77,-127.17,Commercial,Flat,,221.69,138.34,87.21,0.2,3.55
54.77,-127.17,Commercial,Time of use,,221.69,111.54,87.21,0.2,3.55
54.77,-127.17,Community,Flat,,221.69,131.39,87.21,0.2,3.55
54.77,-127.17,Community,Time of use,,221.69,105.93,87.21,0.2,3.55
54.77,-127.17,Residential,Flat,,5.37,179.95,97.75,0.005,3.55
54.77,-127.17,Residential,Time of use,,5.37,147.66,97.75,0.005,3.55
54.77,-127.17,Utility Fixed,Flat,No Tariff,55422.57,107.88,47.71,50,3.55
54.77,-127.17,Utility Fixed,Flat,Tariff,55422.57,139.2,47.71,50,3.55
54.77,-127.17,Utility Fixed,Time of use,No Tariff,55422.57,86.97,47.71,50,3.55
54.77,-127.17,Utility Fixed,Time of use,Tariff,55422.57,112.22,47.71,50,3.55
54.77,-127.17,Utility Tracker,Flat,No Tariff,66485.41,95.96,47.71,50,3.55
54.77,-127.17,Utility Tracker,Flat,Tariff,66485.41,121.99,47.71,50,3.55
54.77,-127.17,Utility Tracker,Time of use,No Tariff,66485.41,77.46,47.71,50,3.55
54.77,-127.17,Utility Tracker,Time of use,Tariff,66485.41,98.47,47.71,50,3.55
44.9,-76.01,Commercial,Flat,,278.53,114.57,146.51,0.2,4.39
44.9,-76.01,Commercial,Time of use,,278.53,93.01,146.51,0.2,4.39
44.9,-76.01,Community,Flat,,278.53,102.07,146.51,0.2,4.39
44.9,-76.01,Community,Time of use,,278.53,82.86,146.51,0.2,4.39
44.9,-76.01,Residential,Flat,,6.86,145.47,125.93,0.005,4.39
44.9,-76.01,Residential,Time of use,,6.86,119.92,125.93,0.005,4.39
44.9,-76.01,Utility Fixed,Flat,No Tariff,69633.37,88.91,18.64,50,4.39
44.9,-76.01,Utility Fixed,Flat,Tariff,69633.37,90.36,18.64,50,4.39
44.9,-76.01,Utility Fixed,Time of use,No Tariff,69633.37,72.17,18.64,50,4.39
44.9,-76.01,Utility Fixed,Time of use,Tariff,69633.37,73.35,18.64,50,4.39
44.9,-76.01,Utility Tracker,Flat,No Tariff,84732.46,78.07,18.64,50,4.39
44.9,-76.01,Utility Tracker,Flat,Tariff,84732.46,79.26,18.64,50,4.39
44.9,-76.01,Utility Tracker,Time of use,No Tariff,84732.46,63.3,18.64,50,4.39
44.9,-76.01,Utility Tracker,Time of use,Tariff,84732.46,64.26,18.64,50,4.39
46.1,-61.33,Commercial,Flat,,238.25,134.81,127.7,0.2,4.21
46.1,-61.33,Commercial,Time of use,,238.25,118.92,127.7,0.2,4.21
46.1,-61.33,Community,Flat,,238.25,117.63,127.7,0.2,4.21
46.1,-61.33,Community,Time of use,,238.25,103.77,127.7,0.2,4.21
46.1,-61.33,Residential,Flat,,5.9,171.98,142.7,0.005,4.21
46.1,-61.33,Residential,Time of use,,5.9,154.58,142.7,0.005,4.21
46.1,-61.33,Utility Fixed,Flat,No Tariff,59562.61,101.57,80.15,50,4.21
46.1,-61.33,Utility Fixed,Flat,Tariff,59562.61,162.68,80.15,50,4.21
46.1,-61.33,Utility Fixed,Time of use,No Tariff,59562.61,89.61,80.15,50,4.21
46.1,-61.33,Utility Fixed,Time of use,Tariff,59562.61,143.53,80.15,50,4.21
46.1,-61.33,Utility Tracker,Flat,No Tariff,71298.27,90.79,80.15,50,4.21
46.1,-61.33,Utility Tracker,Flat,Tariff,71298.27,141.84,80.15,50,4.21
46.1,-61.33,Utility Tracker,Time of use,No Tariff,71298.27,81.03,80.15,50,4.21
46.1,-61.33,Utility Tracker,Time of use,Tariff,71298.27,126.58,80.15,50,4.21
43.09,-79.54,Commercial,Flat,,277.56,114.93,146.51,0.2,4.21
43.09,-79.54,Commercial,Time of use,,277.56,93.38,146.51,0.2,4.21
43.09,-79.54,Community,Flat,,277.56,102.4,146.51,0.2,4.21
43.09,-79.54,Community,Time of use,,277.56,83.2,146.51,0.2,4.21
43.09,-79.54,Residential,Flat,,6.88,144.99,125.93,0.005,4.21
43.09,-79.54,Residential,Time of use,,6.88,118.96,125.93,0.005,4.21
43.09,-79.54,Utility Fixed,Flat,No Tariff,69390.17,89.15,18.64,50,4.21
43.09,-79.54,Utility Fixed,Flat,Tariff,69390.17,90.61,18.64,50,4.21
43.09,-79.54,Utility Fixed,Time of use,No Tariff,69390.17,72.43,18.64,50,4.21
43.09,-79.54,Utility Fixed,Time of use,Tariff,69390.17,73.61,18.64,50,4.21
43.09,-79.54,Utility Tracker,Flat,No Tariff,83494.55,79.12,18.64,50,4.21
43.09,-79.54,Utility Tracker,Flat,Tariff,83494.55,80.33,18.64,50,4.21
43.09,-79.54,Utility Tracker,Time of use,No Tariff,83494.55,64.23,18.64,50,4.21
43.09,-79.54,Utility Tracker,Time of use,Tariff,83494.55,65.21,18.64,50,4.21
54.11,-112.46,Commercial,Flat,,253.32,113.5,84.13,0.2,4.52
54.11,-112.46,Commercial,Time of use,,253.32,81.91,84.13,0.2,4.52
54.11,-112.46,Community,Flat,,253.32,107.79,84.13,0.2,4.52
54.11,-112.46,Community,Time of use,,253.32,77.79,84.13,0.2,4.52
54.11,-112.46,Residential,Flat,,6.1,148.64,97.06,0.005,4.52
54.11,-112.46,Residential,Time of use,,6.1,113.52,97.06,0.005,4.52
54.11,-112.46,Utility Fixed,Flat,No Tariff,63332.12,89.29,25.98,50,4.52
54.11,-112.46,Utility Fixed,Flat,Tariff,63332.12,98.45,25.98,50,4.52
54.11,-112.46,Utility Fixed,Time of use,No Tariff,63332.12,64.45,25.98,50,4.52
54.11,-112.46,Utility Fixed,Time of use,Tariff,63332.12,71.06,25.98,50,4.52
54.11,-112.46,Utility Tracker,Flat,No Tariff,78811.31,76.75,25.98,50,4.52
54.11,-112.46,Utility Tracker,Flat,Tariff,78811.31,84.1,25.98,50,4.52
54.11,-112.46,Utility Tracker,Time of use,No Tariff,78811.31,56.63,25.98,50,4.52
54.11,-112.46,Utility Tracker,Time of use,Tariff,78811.31,62.05,25.98,50,4.52
49.27,-81.62,Commercial,Flat,,271.81,117.45,146.51,0.2,4.19
49.27,-81.62,Commercial,Time of use,,271.81,96.27,146.51,0.2,4.19
49.27,-81.62,Community,Flat,,271.81,104.64,146.51,0.2,4.19
49.27,-81.62,Community,Time of use,,271.81,85.77,146.51,0.2,4.19
49.27,-81.62,Residential,Flat,,6.59,151.41,125.93,0.005,4.19
49.27,-81.62,Residential,Time of use,,6.59,125.19,125.93,0.005,4.19
49.27,-81.62,Utility Fixed,Flat,No Tariff,67954.32,91.04,18.64,50,4.19
49.27,-81.62,Utility Fixed,Flat,Tariff,67954.32,92.53,18.64,50,4.19
49.27,-81.62,Utility Fixed,Time of use,No Tariff,67954.32,74.61,18.64,50,4.19
49.27,-81.62,Utility Fixed,Time of use,Tariff,67954.32,75.83,18.64,50,4.19
49.27,-81.62,Utility Tracker,Flat,No Tariff,82767.37,79.83,18.64,50,4.19
49.27,-81.62,Utility Tracker,Flat,Tariff,82767.37,81.05,18.64,50,4.19
49.27,-81.62,Utility Tracker,Time of use,No Tariff,82767.37,65.28,18.64,50,4.19
49.27,-81.62,Utility Tracker,Time of use,Tariff,82767.37,66.28,18.64,50,4.19
54.87,-100.03,Commercial,Flat,,270.12,117.07,66.4,0.2,4.29
54.87,-100.03,Commercial,Time of use,,270.12,96.5,66.4,0.2,4.29
54.87,-100.03,Community,Flat,,270.12,103.81,66.4,0.2,4.29
54.87,-100.03,Community,Time of use,,270.12,85.56,66.4,0.2,4.29
54.87,-100.03,Residential,Flat,,6.44,155.15,87.21,0.005,4.29
54.87,-100.03,Residential,Time of use,,6.44,130.79,87.21,0.005,4.29
54.87,-100.03,Utility Fixed,Flat,No Tariff,67530.87,89.62,33.42,50,4.29
54.87,-100.03,Utility Fixed,Flat,Tariff,67530.87,119.38,33.42,50,4.29
54.87,-100.03,Utility Fixed,Time of use,No Tariff,67530.87,73.85,33.42,50,4.29
54.87,-100.03,Utility Fixed,Time of use,Tariff,67530.87,98.38,33.42,50,4.29
54.87,-100.03,Utility Tracker,Flat,No Tariff,85569.39,75.69,33.42,50,4.29
54.87,-100.03,Utility Tracker,Flat,Tariff,85569.39,99.07,33.42,50,4.29
54.87,-100.03,Utility Tracker,Time of use,No Tariff,85569.39,62.22,33.42,50,4.29
54.87,-100.03,Utility Tracker,Time of use,Tariff,85569.39,81.44,33.42,50,4.29
50.63,-127.01,Commercial,Flat,,213.7,146.27,87.21,0.2,3.45
50.63,-127.01,Commercial,Time of use,,213.7,117.8,87.21,0.2,3.45
50.63,-127.01,Community,Flat,,213.7,139.03,87.21,0.2,3.45
50.63,-127.01,Community,Time of use,,213.7,111.97,87.21,0.2,3.45
50.63,-127.01,Residential,Flat,,5.23,187.53,97.75,0.005,3.45
50.63,-127.01,Residential,Time of use,,5.23,153.84,97.75,0.005,3.45
50.63,-127.01,Utility Fixed,Flat,No Tariff,53427.47,114.45,47.71,50,3.45
50.63,-127.01,Utility Fixed,Flat,Tariff,53427.47,147.08,47.71,50,3.45
50.63,-127.01,Utility Fixed,Time of use,No Tariff,53427.47,92.17,47.71,50,3.45
50.63,-127.01,Utility Fixed,Time of use,Tariff,53427.47,118.45,47.71,50,3.45
50.63,-127.01,Utility Tracker,Flat,No Tariff,61722.95,105.47,47.71,50,3.45
50.63,-127.01,Utility Tracker,Flat,Tariff,61722.95,133.65,47.71,50,3.45
50.63,-127.01,Utility Tracker,Time of use,No Tariff,61722.95,84.97,47.71,50,3.45
50.63,-127.01,Utility Tracker,Time of use,Tariff,61722.95,107.67,47.71,50,3.45
42.71,-82.47,Commercial,Flat,,282.95,112.77,146.51,0.2,4.37
42.71,-82.47,Commercial,Time of use,,282.95,92,146.51,0.2,4.37
42.71,-82.47,Community,Flat,,282.95,100.47,146.51,0.2,4.37
42.71,-82.47,Community,Time of use,,282.95,81.97,146.51,0.2,4.37
42.71,-82.47,Residential,Flat,,7.02,142.19,125.93,0.005,4.37
42.71,-82.47,Residential,Time of use,,7.02,116.45,125.93,0.005,4.37
42.71,-82.47,Utility Fixed,Flat,No Tariff,70737.91,87.56,18.64,50,4.37
42.71,-82.47,Utility Fixed,Flat,Tariff,70737.91,88.99,18.64,50,4.37
42.71,-82.47,Utility Fixed,Time of use,No Tariff,70737.91,71.43,18.64,50,4.37
42.71,-82.47,Utility Fixed,Time of use,Tariff,70737.91,72.6,18.64,50,4.37
42.71,-82.47,Utility Tracker,Flat,No Tariff,85816.44,77.11,18.64,50,4.37
42.71,-82.47,Utility Tracker,Flat,Tariff,85816.44,78.28,18.64,50,4.37
42.71,-82.47,Utility Tracker,Time of use,No Tariff,85816.44,62.81,18.64,50,4.37
42.71,-82.47,Utility Tracker,Time of use,Tariff,85816.44,63.77,18.64,50,4.37
45.07,-64.74,Commercial,Flat,,261.98,122.62,127.7,0.2,4.81
45.07,-64.74,Commercial,Time of use,,261.98,107.75,127.7,0.2,4.81
45.07,-64.74,Community,Flat,,261.98,107,127.7,0.2,4.81
45.07,-64.74,Community,Time of use,,261.98,94.02,127.7,0.2,4.81
45.07,-64.74,Residential,Flat,,6.47,156.84,142.7,0.005,4.81
45.07,-64.74,Residential,Time of use,,6.47,140.96,142.7,0.005,4.81
45.07,-64.74,Utility Fixed,Flat,No Tariff,65496.47,92.75,80.15,50,4.81
45.07,-64.74,Utility Fixed,Flat,Tariff,65496.47,148.35,80.15,50,4.81
45.07,-64.74,Utility Fixed,Time of use,No Tariff,65496.47,81.51,80.15,50,4.81
45.07,-64.74,Utility Fixed,Time of use,Tariff,65496.47,130.37,80.15,50,4.81
45.07,-64.74,Utility Tracker,Flat,No Tariff,80071.5,81.3,80.15,50,4.81
45.07,-64.74,Utility Tracker,Flat,Tariff,80071.5,126.79,80.15,50,4.81
45.07,-64.74,Utility Tracker,Time of use,No Tariff,80071.5,72.13,80.15,50,4.81
45.07,-64.74,Utility Tracker,Time of use,Tariff,80071.5,112.49,80.15,50,4.81
49.41,-98.66,Commercial,Flat,,280.16,113.17,66.4,0.2,4.81
49.41,-98.66,Commercial,Time of use,,280.16,92.71,66.4,0.2,4.81
49.41,-98.66,Community,Flat,,280.16,100.38,66.4,0.2,4.81
49.41,-98.66,Community,Time of use,,280.16,82.24,66.4,0.2,4.81
49.41,-98.66,Residential,Flat,,6.8,147.28,87.21,0.005,4.81
49.41,-98.66,Residential,Time of use,,6.8,124.06,87.21,0.005,4.81
49.41,-98.66,Utility Fixed,Flat,No Tariff,70041.23,86.88,33.42,50,4.81
49.41,-98.66,Utility Fixed,Flat,Tariff,70041.23,115.59,33.42,50,4.81
49.41,-98.66,Utility Fixed,Time of use,No Tariff,70041.23,71.17,33.42,50,4.81
49.41,-98.66,Utility Fixed,Time of use,Tariff,70041.23,94.69,33.42,50,4.81
49.41,-98.66,Utility Tracker,Flat,No Tariff,86690.59,75.25,33.42,50,4.81
49.41,-98.66,Utility Tracker,Flat,Tariff,86690.59,98.41,33.42,50,4.81
49.41,-98.66,Utility Tracker,Time of use,No Tariff,86690.59,61.55,33.42,50,4.81
49.41,-98.66,Utility Tracker,Time of use,Tariff,86690.59,80.5,33.42,50,4.81
50.89,-114.08,Commercial,Flat,,274.51,104.77,84.13,0.2,4.81
50.89,-114.08,Commercial,Time of use,,274.51,76.32,84.13,0.2,4.81
50.89,-114.08,Community,Flat,,274.51,99.5,84.13,0.2,4.81
50.89,-114.08,Community,Time of use,,274.51,72.49,84.13,0.2,4.81
50.89,-114.08,Residential,Flat,,6.65,136.41,97.06,0.005,4.81
50.89,-114.08,Residential,Time of use,,6.65,105.59,97.06,0.005,4.81
50.89,-114.08,Utility Fixed,Flat,No Tariff,68629.95,82.75,25.98,50,4.81
50.89,-114.08,Utility Fixed,Flat,Tariff,68629.95,91.21,25.98,50,4.81
50.89,-114.08,Utility Fixed,Time of use,No Tariff,68629.95,60.29,25.98,50,4.81
50.89,-114.08,Utility Fixed,Time of use,Tariff,68629.95,66.45,25.98,50,4.81
50.89,-114.08,Utility Tracker,Flat,No Tariff,84945.97,71.52,25.98,50,4.81
50.89,-114.08,Utility Tracker,Flat,Tariff,84945.97,78.34,25.98,50,4.81
50.89,-114.08,Utility Tracker,Time of use,No Tariff,84945.97,53.23,25.98,50,4.81
50.89,-114.08,Utility Tracker,Time of use,Tariff,84945.97,58.3,25.98,50,4.81
52.38,-107.68,Commercial,Flat,,270.7,115.88,113.05,0.2,4.86
52.38,-107.68,Commercial,Time of use,,270.7,82.72,113.05,0.2,4.86
52.38,-107.68,Community,Flat,,270.7,104.49,113.05,0.2,4.86
52.38,-107.68,Community,Time of use,,270.7,74.59,113.05,0.2,4.86
52.38,-107.68,Residential,Flat,,6.53,151.85,165.82,0.005,4.86
52.38,-107.68,Residential,Time of use,,6.53,102.59,165.82,0.005,4.86
52.38,-107.68,Utility Fixed,Flat,No Tariff,67676.2,89.11,48.43,50,4.86
52.38,-107.68,Utility Fixed,Flat,Tariff,67676.2,119.83,48.43,50,4.86
52.38,-107.68,Utility Fixed,Time of use,No Tariff,67676.2,63.67,48.43,50,4.86
52.38,-107.68,Utility Fixed,Time of use,Tariff,67676.2,85.61,48.43,50,4.86
52.38,-107.68,Utility Tracker,Flat,No Tariff,83866.81,76.68,48.43,50,4.86
52.38,-107.68,Utility Tracker,Flat,Tariff,83866.81,101.3,48.43,50,4.86
52.38,-107.68,Utility Tracker,Time of use,No Tariff,83866.81,56.36,48.43,50,4.86
52.38,-107.68,Utility Tracker,Time of use,Tariff,83866.81,74.45,48.43,50,4.86
48.38,-123.73,Commercial,Flat,,254.67,122.72,87.21,0.2,3.85
48.38,-123.73,Commercial,Time of use,,254.67,98.66,87.21,0.2,3.85
48.38,-123.73,Community,Flat,,254.67,116.65,87.21,0.2,3.85
48.38,-123.73,Community,Time of use,,254.67,93.78,87.21,0.2,3.85
48.38,-123.73,Residential,Flat,,6.3,155.7,97.75,0.005,3.85
48.38,-123.73,Residential,Time of use,,6.3,130.06,97.75,0.005,3.85
48.38,-123.73,Utility Fixed,Flat,No Tariff,63668.31,96.75,47.71,50,3.85
48.38,-123.73,Utility Fixed,Flat,Tariff,63668.31,124.17,47.71,50,3.85
48.38,-123.73,Utility Fixed,Time of use,No Tariff,63668.31,77.78,47.71,50,3.85
48.38,-123.73,Utility Fixed,Time of use,Tariff,63668.31,99.83,47.71,50,3.85
48.38,-123.73,Utility Tracker,Flat,No Tariff,77708.16,84.7,47.71,50,3.85
48.38,-123.73,Utility Tracker,Flat,Tariff,77708.16,107.14,47.71,50,3.85
48.38,-123.73,Utility Tracker,Time of use,No Tariff,77708.16,68.13,47.71,50,3.85
48.38,-123.73,Utility Tracker,Time of use,Tariff,77708.16,86.18,47.71,50,3.85
46.04,-73.11,Commercial,Flat,,279.88,112.38,85.79,0.2,4.33
46.04,-73.11,Commercial,Time of use,,279.88,91.03,85.79,0.2,4.33
46.04,-73.11,Community,Flat,,279.88,98.18,85.79,0.2,4.33
46.04,-73.11,Community,Time of use,,279.88,79.52,85.79,0.2,4.33
46.04,-73.11,Residential,Flat,,6.86,144.54,67.95,0.005,4.33
46.04,-73.11,Residential,Time of use,,6.86,118.88,67.95,0.005,4.33
46.04,-73.11,Utility Fixed,Flat,No Tariff,69970.77,86.12,32.7,50,4.33
46.04,-73.11,Utility Fixed,Flat,Tariff,69970.77,149.51,32.7,50,4.33
46.04,-73.11,Utility Fixed,Time of use,No Tariff,69970.77,69.76,32.7,50,4.33
46.04,-73.11,Utility Fixed,Time of use,Tariff,69970.77,121.1,32.7,50,4.33
46.04,-73.11,Utility Tracker,Flat,No Tariff,85135.85,75.83,32.7,50,4.33
46.04,-73.11,Utility Tracker,Flat,Tariff,85135.85,127.88,32.7,50,4.33
46.04,-73.11,Utility Tracker,Time of use,No Tariff,85135.85,61.38,32.7,50,4.33
