,Actual,Prediction,% Diff
2216,6.63,6.677777778,0.007154742
2263,6.63,6.59,0.006069803
2264,6.63,6.59,0.006069803
2527,6.63,6.507777778,0.018780946
2528,6.63,6.507777778,0.018780946
2979,6.63,6.482222222,0.022797395
2980,6.63,6.482222222,0.022797395
3381,6.63,6.632222222,0.000335064
3382,6.63,6.632222222,0.000335064
3519,6.63,6.453333333,0.027376033
3520,6.63,6.453333333,0.027376033
3521,6.63,6.636666667,0.00100452
3522,6.63,6.636666667,0.00100452
3553,6.63,6.581111111,0.007428668
3554,6.63,6.581111111,0.007428668
4023,6.63,6.73,0.014858841
4024,6.63,6.73,0.014858841
635,6.64,6.681111111,0.006153334
636,6.64,6.681111111,0.006153334
991,6.64,6.64,0
992,6.64,6.64,0
993,6.64,6.64,0
994,6.64,6.64,0
1297,6.64,6.616666667,0.003526448
1298,6.64,6.616666667,0.003526448
1597,6.64,6.603333333,0.005552751
1598,6.64,6.603333333,0.005552751
1733,6.64,6.554444444,0.01305306
1734,6.64,6.554444444,0.01305306
1841,6.64,6.615555556,0.003694995
1842,6.64,6.615555556,0.003694995
1921,6.64,6.597777778,0.006399461
1922,6.64,6.597777778,0.006399461
2571,6.64,6.645555556,0.000835981
2572,6.64,6.645555556,0.000835981
2585,6.64,6.626666667,0.002012072
2586,6.64,6.626666667,0.002012072
2685,6.64,6.666666667,0.004
2686,6.64,6.666666667,0.004
2971,6.64,6.533333333,0.016326531
2972,6.64,6.533333333,0.016326531
3441,6.64,6.547777778,0.014084507
3442,6.64,6.547777778,0.014084507
3625,6.64,6.675555556,0.005326232
3626,6.64,6.675555556,0.005326232
3859,6.64,6.626666667,0.002012072
3860,6.64,6.626666667,0.002012072
4035,6.64,6.753333333,0.016781836
4036,6.64,6.753333333,0.016781836
151,6.65,6.796666667,0.021579205
152,6.65,6.796666667,0.021579205
407,6.65,6.681111111,0.004656577
408,6.65,6.681111111,0.004656577
421,6.65,6.635555556,0.002176825
422,6.65,6.635555556,0.002176825
533,6.65,6.648888889,0.000167112
534,6.65,6.648888889,0.000167112
571,6.65,6.801111111,0.022218592
572,6.65,6.801111111,0.022218592
579,6.65,6.642222222,0.00117096
580,6.65,6.642222222,0.00117096
607,6.65,6.55,0.015267176
608,6.65,6.55,0.015267176
803,6.65,6.6,0.007575758
804,6.65,6.6,0.007575758
945,6.65,6.653333333,0.000501002
946,6.65,6.653333333,0.000501002
981,6.65,6.703333333,0.007956241
982,6.65,6.703333333,0.007956241
1309,6.65,6.827777778,0.026037429
1310,6.65,6.827777778,0.026037429
1697,6.65,6.748888889,0.014652618
1698,6.65,6.748888889,0.014652618
1893,6.65,6.764444444,0.016918528
1894,6.65,6.764444444,0.016918528
2181,6.65,6.456666667,0.029943211
2182,6.65,6.456666667,0.029943211
2321,6.65,6.524444444,0.019243869
2322,6.65,6.524444444,0.019243869
2397,6.65,6.7,0.007462687
2398,6.65,6.7,0.007462687
2605,6.65,6.738888889,0.013190437
2606,6.65,6.738888889,0.013190437
2657,6.65,6.48,0.026234568
2658,6.65,6.48,0.026234568
2675,6.65,6.703333333,0.007956241
2676,6.65,6.703333333,0.007956241
2731,6.65,6.692222222,0.006309148
2732,6.65,6.692222222,0.006309148
3025,6.65,6.662222222,0.001834556
3026,6.65,6.662222222,0.001834556
3113,6.65,6.382222222,0.041956825
3114,6.65,6.382222222,0.041956825
3337,6.65,6.538888889,0.016992353
3338,6.65,6.538888889,0.016992353
3631,6.65,6.826666667,0.025878906
3632,6.65,6.826666667,0.025878906
3737,6.65,6.655555556,0.000834725
3738,6.65,6.655555556,0.000834725
187,6.66,6.707777778,0.007122743
188,6.66,6.707777778,0.007122743
283,6.66,6.717777778,0.008600728
284,6.66,6.717777778,0.008600728
509,6.66,6.522222222,0.021124361
510,6.66,6.522222222,0.021124361
795,6.66,6.637777778,0.003347841
796,6.66,6.637777778,0.003347841
1003,6.66,6.705555556,0.006793703
1004,6.66,6.705555556,0.006793703
1159,6.66,6.594444444,0.009941028
1160,6.66,6.594444444,0.009941028
1255,6.66,6.535555556,0.019041142
1256,6.66,6.535555556,0.019041142
1399,6.66,6.67,0.00149925
1400,6.66,6.67,0.00149925
1761,6.66,6.534444444,0.019214419
1762,6.66,6.534444444,0.019214419
2019,6.66,6.607777778,0.007903144
2020,6.66,6.607777778,0.007903144
2079,6.66,6.754444444,0.013982563
2080,6.66,6.754444444,0.013982563
2081,6.66,6.754444444,0.013982563
2082,6.66,6.754444444,0.013982563
2155,6.66,6.592222222,0.010281476
2156,6.66,6.592222222,0.010281476
2279,6.66,6.527777778,0.020255319
2280,6.66,6.527777778,0.020255319
2335,6.66,6.793333333,0.019627085
2336,6.66,6.793333333,0.019627085
2337,6.66,6.633333333,0.004020101
2338,6.66,6.633333333,0.004020101
2757,6.66,6.458888889,0.031137106
2758,6.66,6.458888889,0.031137106
2859,6.66,6.7,0.005970149
2860,6.66,6.7,0.005970149
2909,6.66,6.434444444,0.035054395
2910,6.66,6.434444444,0.035054395
2925,6.66,6.695555556,0.005310322
2926,6.66,6.695555556,0.005310322
2989,6.66,6.763333333,0.015278462
2990,6.66,6.763333333,0.015278462
3051,6.66,6.69,0.004484305
3052,6.66,6.69,0.004484305
3155,6.66,6.45,0.03255814
3156,6.66,6.45,0.03255814
3223,6.66,6.777777778,0.017377049
3224,6.66,6.777777778,0.017377049
3389,6.66,6.67,0.00149925
3390,6.66,6.67,0.00149925
3717,6.66,6.75,0.013333333
3718,6.66,6.75,0.013333333
3995,6.66,6.65,0.001503759
3996,6.66,6.65,0.001503759
181,6.67,6.677777778,0.001164725
182,6.67,6.677777778,0.001164725
353,6.67,6.624444444,0.006876887
354,6.67,6.624444444,0.006876887
445,6.67,6.633333333,0.005527638
446,6.67,6.633333333,0.005527638
467,6.67,6.686666667,0.002492522
468,6.67,6.686666667,0.002492522
801,6.67,6.685555556,0.002326741
802,6.67,6.685555556,0.002326741
901,6.67,6.78,0.016224189
902,6.67,6.78,0.016224189
1645,6.67,6.581111111,0.013506669
1646,6.67,6.581111111,0.013506669
1657,6.67,6.68,0.001497006
1658,6.67,6.68,0.001497006
1759,6.67,6.688888889,0.00282392
1760,6.67,6.688888889,0.00282392
1769,6.67,6.701111111,0.004642679
1770,6.67,6.701111111,0.004642679
1977,6.67,6.561111111,0.016596105
1978,6.67,6.561111111,0.016596105
1999,6.67,6.534444444,0.020744771
2000,6.67,6.534444444,0.020744771
2023,6.67,6.668888889,0.000166611
2024,6.67,6.668888889,0.000166611
2197,6.67,6.774444444,0.015417418
2198,6.67,6.774444444,0.015417418
2213,6.67,6.761111111,0.01347576
2214,6.67,6.761111111,0.01347576
2513,6.67,6.714444444,0.006619229
2514,6.67,6.714444444,0.006619229
3203,6.67,6.77,0.014771049
3204,6.67,6.77,0.014771049
3279,6.67,6.62,0.00755287
3280,6.67,6.62,0.00755287
3307,6.67,6.784444444,0.016868654
3308,6.67,6.784444444,0.016868654
3691,6.67,6.732222222,0.009242449
3692,6.67,6.732222222,0.009242449
3745,6.67,6.647777778,0.003342805
3746,6.67,6.647777778,0.003342805
3829,6.67,6.73,0.008915305
3830,6.67,6.73,0.008915305
3897,6.67,6.672222222,0.000333056
3898,6.67,6.672222222,0.000333056
131,6.68,6.702222222,0.00331565
132,6.68,6.702222222,0.00331565
739,6.68,6.647777778,0.004847067
740,6.68,6.647777778,0.004847067
839,6.68,6.864444444,0.026869537
840,6.68,6.864444444,0.026869537
853,6.68,6.838888889,0.023233144
854,6.68,6.838888889,0.023233144
1051,6.68,6.638888889,0.006192469
1052,6.68,6.638888889,0.006192469
1103,6.68,6.528888889,0.023144997
1104,6.68,6.528888889,0.023144997
1269,6.68,6.673333333,0.000999001
1270,6.68,6.673333333,0.000999001
1345,6.68,6.512222222,0.025763522
1346,6.68,6.512222222,0.025763522
1519,6.68,6.711111111,0.004635762
1520,6.68,6.711111111,0.004635762
1541,6.68,6.716666667,0.005459057
1542,6.68,6.716666667,0.005459057
1635,6.68,6.622222222,0.008724832
1636,6.68,6.622222222,0.008724832
1641,6.68,6.627777778,0.007879296
1642,6.68,6.627777778,0.007879296
1777,6.68,6.711111111,0.004635762
1778,6.68,6.711111111,0.004635762
2101,6.68,6.667777778,0.001833028
2102,6.68,6.667777778,0.001833028
2265,6.68,6.74,0.008902077
2266,6.68,6.74,0.008902077
2303,6.68,6.508888889,0.026288836
2304,6.68,6.508888889,0.026288836
2351,6.68,6.696666667,0.0024888
2352,6.68,6.696666667,0.0024888
2359,6.68,6.768888889,0.013131976
2360,6.68,6.768888889,0.013131976
2381,6.68,6.57,0.01674277
2382,6.68,6.57,0.01674277
2495,6.68,6.786666667,0.015717092
2496,6.68,6.786666667,0.015717092
2831,6.68,6.688888889,0.001328904
2832,6.68,6.688888889,0.001328904
2949,6.68,6.576666667,0.015712114
2950,6.68,6.576666667,0.015712114
2973,6.68,6.72,0.005952381
2974,6.68,6.72,0.005952381
3151,6.68,6.604444444,0.011440108
3152,6.68,6.604444444,0.011440108
3165,6.68,6.508888889,0.026288836
3166,6.68,6.508888889,0.026288836
3261,6.68,6.66,0.003003003
3262,6.68,6.66,0.003003003
3321,6.68,6.742222222,0.009228741
3322,6.68,6.742222222,0.009228741
3359,6.68,6.884444444,0.029696578
3360,6.68,6.884444444,0.029696578
3775,6.68,6.603333333,0.011610298
3776,6.68,6.603333333,0.011610298
3857,6.68,6.772222222,0.013617719
3858,6.68,6.772222222,0.013617719
3899,6.68,6.652222222,0.004175714
3900,6.68,6.652222222,0.004175714
3967,6.68,6.696666667,0.0024888
3968,6.68,6.696666667,0.0024888
3971,6.68,6.726666667,0.006937562
3972,6.68,6.726666667,0.006937562
69,6.69,6.574444444,0.017576475
70,6.69,6.574444444,0.017576475
457,6.69,6.622222222,0.010234899
458,6.69,6.622222222,0.010234899
759,6.69,6.685555556,0.000664783
760,6.69,6.685555556,0.000664783
903,6.69,6.726666667,0.005450942
904,6.69,6.726666667,0.005450942
1009,6.69,6.534444444,0.023805475
1010,6.69,6.534444444,0.023805475
1027,6.69,6.603333333,0.013124685
1028,6.69,6.603333333,0.013124685
1063,6.69,6.656666667,0.005007511
1064,6.69,6.656666667,0.005007511
1197,6.69,6.761111111,0.010517666
1198,6.69,6.761111111,0.010517666
1335,6.69,6.714444444,0.003640576
1336,6.69,6.714444444,0.003640576
1497,6.69,6.595555556,0.014319407
1498,6.69,6.595555556,0.014319407
2089,6.69,6.71,0.002980626
2090,6.69,6.71,0.002980626
2131,6.69,6.478888889,0.032584462
2132,6.69,6.478888889,0.032584462
2133,6.69,6.896666667,0.029966167
2134,6.69,6.896666667,0.029966167
2145,6.69,6.642222222,0.007193041
2146,6.69,6.642222222,0.007193041
2151,6.69,6.651111111,0.005846976
2152,6.69,6.651111111,0.005846976
2295,6.69,6.736666667,0.006927264
2296,6.69,6.736666667,0.006927264
2919,6.69,6.712222222,0.00331071
2920,6.69,6.712222222,0.00331071
2953,6.69,6.737777778,0.007091029
2954,6.69,6.737777778,0.007091029
3143,6.69,6.724444444,0.005122274
3144,6.69,6.724444444,0.005122274
3385,6.69,6.57,0.01826484
3386,6.69,6.57,0.01826484
3537,6.69,6.536666667,0.02345742
3538,6.69,6.536666667,0.02345742
3565,6.69,6.615555556,0.011252939
3566,6.69,6.615555556,0.011252939
3605,6.69,6.645555556,0.006687845
3606,6.69,6.645555556,0.006687845
4085,6.69,6.667777778,0.003332778
4086,6.69,6.667777778,0.003332778
19,6.7,6.454444444,0.038044414
20,6.7,6.454444444,0.038044414
141,6.7,6.648888889,0.007687166
142,6.7,6.648888889,0.007687166
257,6.7,6.802222222,0.015027769
258,6.7,6.802222222,0.015027769
461,6.7,6.743333333,0.0064261
462,6.7,6.743333333,0.0064261
657,6.7,6.743333333,0.0064261
658,6.7,6.743333333,0.0064261
999,6.7,6.792222222,0.013577621
1000,6.7,6.792222222,0.013577621
1065,6.7,6.697777778,0.000331785
1066,6.7,6.697777778,0.000331785
1077,6.7,6.677777778,0.003327787
1078,6.7,6.677777778,0.003327787
1083,6.7,6.804444444,0.015349445
1084,6.7,6.804444444,0.015349445
1241,6.7,6.793333333,0.01373896
1242,6.7,6.793333333,0.01373896
1273,6.7,6.65,0.007518797
1274,6.7,6.65,0.007518797
1437,6.7,6.528888889,0.026208305
1438,6.7,6.528888889,0.026208305
1711,6.7,6.675555556,0.003661784
1712,6.7,6.675555556,0.003661784
1943,6.7,6.782222222,0.012123198
1944,6.7,6.782222222,0.012123198
2247,6.7,6.527777778,0.026382979
2248,6.7,6.527777778,0.026382979
2285,6.7,6.664444444,0.005335112
2286,6.7,6.664444444,0.005335112
2311,6.7,6.722222222,0.003305785
2312,6.7,6.722222222,0.003305785
2331,6.7,6.771111111,0.010502133
2332,6.7,6.771111111,0.010502133
2379,6.7,6.801111111,0.014866852
2380,6.7,6.801111111,0.014866852
2561,6.7,6.763333333,0.009364219
2562,6.7,6.763333333,0.009364219
2671,6.7,6.626666667,0.011066398
2672,6.7,6.626666667,0.011066398
2769,6.7,6.67,0.004497751
2770,6.7,6.67,0.004497751
2825,6.7,6.616666667,0.012594458
2826,6.7,6.616666667,0.012594458
2993,6.7,6.693333333,0.000996016
2994,6.7,6.693333333,0.000996016
2995,6.7,6.693333333,0.000996016
2996,6.7,6.693333333,0.000996016
3379,6.7,6.746666667,0.006916996
3380,6.7,6.746666667,0.006916996
3543,6.7,6.802222222,0.015027769
3544,6.7,6.802222222,0.015027769
3627,6.7,6.494444444,0.031650984
3628,6.7,6.494444444,0.031650984
3973,6.7,6.735555556,0.005278786
3974,6.7,6.735555556,0.005278786
79,6.71,6.605555556,0.015811606
80,6.71,6.605555556,0.015811606
171,6.71,6.512222222,0.030370244
172,6.71,6.512222222,0.030370244
223,6.71,6.727777778,0.002642444
224,6.71,6.727777778,0.002642444
267,6.71,6.716666667,0.000992556
268,6.71,6.716666667,0.000992556
335,6.71,6.662222222,0.007171448
336,6.71,6.662222222,0.007171448
381,6.71,6.685555556,0.003656307
382,6.71,6.685555556,0.003656307
501,6.71,6.92,0.030346821
502,6.71,6.92,0.030346821
547,6.71,6.652222222,0.008685485
548,6.71,6.652222222,0.008685485
755,6.71,6.696666667,0.00199104
756,6.71,6.696666667,0.00199104
1105,6.71,6.526666667,0.028089888
1106,6.71,6.526666667,0.028089888
1301,6.71,6.701111111,0.00132648
1302,6.71,6.701111111,0.00132648
1339,6.71,6.682222222,0.004156967
1340,6.71,6.682222222,0.004156967
1487,6.71,6.658888889,0.007675622
1488,6.71,6.658888889,0.007675622
1613,6.71,6.875555556,0.024078862
1614,6.71,6.875555556,0.024078862
1705,6.71,6.707777778,0.00033129
1706,6.71,6.707777778,0.00033129
1709,6.71,6.675555556,0.005159787
1710,6.71,6.675555556,0.005159787
1915,6.71,6.686666667,0.003489531
1916,6.71,6.686666667,0.003489531
1917,6.71,6.844444444,0.019642857
1918,6.71,6.844444444,0.019642857
1985,6.71,6.731111111,0.003136349
1986,6.71,6.731111111,0.003136349
2075,6.71,6.465555556,0.037807183
2076,6.71,6.465555556,0.037807183
2553,6.71,6.786666667,0.01129666
2554,6.71,6.786666667,0.01129666
2573,6.71,6.565555556,0.022000338
2574,6.71,6.565555556,0.022000338
2829,6.71,6.703333333,0.00099453
2830,6.71,6.703333333,0.00099453
2983,6.71,6.772222222,0.009187859
2984,6.71,6.772222222,0.009187859
3275,6.71,6.791111111,0.011943717
3276,6.71,6.791111111,0.011943717
3629,6.71,6.6,0.016666667
3630,6.71,6.6,0.016666667
35,6.72,6.727777778,0.001156069
36,6.72,6.727777778,0.001156069
119,6.72,6.781111111,0.009011961
120,6.72,6.781111111,0.009011961
231,6.72,6.777777778,0.00852459
232,6.72,6.777777778,0.00852459
895,6.72,6.443333333,0.042938438
896,6.72,6.443333333,0.042938438
1179,6.72,6.616666667,0.015617128
1180,6.72,6.616666667,0.015617128
1743,6.72,6.64,0.012048193
1744,6.72,6.64,0.012048193
1953,6.72,6.74,0.002967359
1954,6.72,6.74,0.002967359
1967,6.72,6.63,0.013574661
1968,6.72,6.63,0.013574661
2497,6.72,6.785555556,0.009661045
2498,6.72,6.785555556,0.009661045
2517,6.72,6.888888889,0.024516129
2518,6.72,6.888888889,0.024516129
2593,6.72,6.682222222,0.005653475
2594,6.72,6.682222222,0.005653475
2625,6.72,6.757777778,0.005590266
2626,6.72,6.757777778,0.005590266
2821,6.72,6.708888889,0.001656178
2822,6.72,6.708888889,0.001656178
3031,6.72,6.692222222,0.004150755
3032,6.72,6.692222222,0.004150755
3229,6.72,6.832222222,0.016425435
3230,6.72,6.832222222,0.016425435
3655,6.72,6.657777778,0.009345794
3656,6.72,6.657777778,0.009345794
3799,6.72,6.77,0.007385524
3800,6.72,6.77,0.007385524
3887,6.72,6.728888889,0.001321004
3888,6.72,6.728888889,0.001321004
3965,6.72,6.664444444,0.008336112
3966,6.72,6.664444444,0.008336112
211,6.73,6.574444444,0.023660639
212,6.73,6.574444444,0.023660639
417,6.73,6.518888889,0.032384524
418,6.73,6.518888889,0.032384524
489,6.73,6.734444444,0.000659957
490,6.73,6.734444444,0.000659957
631,6.73,6.836666667,0.015602145
632,6.73,6.836666667,0.015602145
643,6.73,6.886666667,0.022749274
644,6.73,6.886666667,0.022749274
1025,6.73,6.805555556,0.011102041
1026,6.73,6.805555556,0.011102041
1115,6.73,6.615555556,0.017299295
1116,6.73,6.615555556,0.017299295
1425,6.73,6.92,0.027456647
1426,6.73,6.92,0.027456647
1515,6.73,6.756666667,0.003946719
1516,6.73,6.756666667,0.003946719
1741,6.73,6.742222222,0.001812788
1742,6.73,6.742222222,0.001812788
2143,6.73,6.615555556,0.017299295
2144,6.73,6.615555556,0.017299295
2243,6.73,6.667777778,0.009331778
2244,6.73,6.667777778,0.009331778
2355,6.73,6.757777778,0.00411049
2356,6.73,6.757777778,0.00411049
2383,6.73,6.57,0.02435312
2384,6.73,6.57,0.02435312
2479,6.73,6.77,0.005908419
2480,6.73,6.77,0.005908419
2641,6.73,6.695555556,0.005144374
2642,6.73,6.695555556,0.005144374
2845,6.73,6.646666667,0.012537613
2846,6.73,6.646666667,0.012537613
2991,6.73,6.765555556,0.005255379
2992,6.73,6.765555556,0.005255379
3109,6.73,6.626666667,0.015593561
3110,6.73,6.626666667,0.015593561
3187,6.73,6.723333333,0.000991572
3188,6.73,6.723333333,0.000991572
3489,6.73,6.857777778,0.018632534
3490,6.73,6.857777778,0.018632534
3653,6.73,6.837777778,0.015762106
3654,6.73,6.837777778,0.015762106
191,6.74,6.878888889,0.020190599
192,6.74,6.878888889,0.020190599
193,6.74,6.873333333,0.019398642
194,6.74,6.873333333,0.019398642
241,6.74,6.807777778,0.009955933
242,6.74,6.807777778,0.009955933
261,6.74,6.737777778,0.000329815
262,6.74,6.737777778,0.000329815
341,6.74,6.898888889,0.023031084
342,6.74,6.898888889,0.023031084
493,6.74,6.64,0.015060241
494,6.74,6.64,0.015060241
535,6.74,6.76,0.00295858
536,6.74,6.76,0.00295858
623,6.74,6.806666667,0.009794319
624,6.74,6.806666667,0.009794319
629,6.74,6.784444444,0.006550934
630,6.74,6.784444444,0.006550934
675,6.74,6.636666667,0.015570065
676,6.74,6.636666667,0.015570065
869,6.74,6.646666667,0.014042126
870,6.74,6.646666667,0.014042126
883,6.74,6.675555556,0.009653795
884,6.74,6.675555556,0.009653795
887,6.74,6.766666667,0.003940887
888,6.74,6.766666667,0.003940887
1277,6.74,6.625555556,0.017273185
1278,6.74,6.625555556,0.017273185
1491,6.74,6.835555556,0.013979194
1492,6.74,6.835555556,0.013979194
1681,6.74,6.842222222,0.014939916
1682,6.74,6.842222222,0.014939916
1717,6.74,6.852222222,0.016377493
1718,6.74,6.852222222,0.016377493
1903,6.74,6.817777778,0.011408083
1904,6.74,6.817777778,0.011408083
2111,6.74,6.791111111,0.007526178
2112,6.74,6.791111111,0.007526178
2271,6.74,6.906666667,0.024131274
2272,6.74,6.906666667,0.024131274
2445,6.74,6.648888889,0.013703209
2446,6.74,6.648888889,0.013703209
2599,6.74,6.852222222,0.016377493
2600,6.74,6.852222222,0.016377493
2781,6.74,6.706666667,0.004970179
2782,6.74,6.706666667,0.004970179
2865,6.74,6.766666667,0.003940887
2866,6.74,6.766666667,0.003940887
3075,6.74,6.874444444,0.019557136
3076,6.74,6.874444444,0.019557136
3205,6.74,6.598888889,0.021384071
3206,6.74,6.598888889,0.021384071
4039,6.74,6.687777778,0.007808606
4040,6.74,6.687777778,0.007808606
47,6.75,6.87,0.017467249
48,6.75,6.87,0.017467249
333,6.75,6.69,0.00896861
334,6.75,6.69,0.00896861
435,6.75,6.808888889,0.008648825
436,6.75,6.808888889,0.008648825
793,6.75,6.653333333,0.014529058
794,6.75,6.653333333,0.014529058
1351,6.75,6.621111111,0.019466353
1352,6.75,6.621111111,0.019466353
1481,6.75,6.78,0.004424779
1482,6.75,6.78,0.004424779
1789,6.75,6.772222222,0.003281378
1790,6.75,6.772222222,0.003281378
1965,6.75,6.704444444,0.006794829
1966,6.75,6.704444444,0.006794829
2061,6.75,6.753333333,0.000493583
2062,6.75,6.753333333,0.000493583
2147,6.75,6.585555556,0.024970474
2148,6.75,6.585555556,0.024970474
2291,6.75,6.775555556,0.003771728
2292,6.75,6.775555556,0.003771728
2309,6.75,6.605555556,0.021867115
2310,6.75,6.605555556,0.021867115
2315,6.75,6.724444444,0.003800397
2316,6.75,6.724444444,0.003800397
2501,6.75,6.595555556,0.023416442
2502,6.75,6.595555556,0.023416442
2613,6.75,6.55,0.030534351
2614,6.75,6.55,0.030534351
3169,6.75,6.684444444,0.009807181
3170,6.75,6.684444444,0.009807181
3231,6.75,6.518888889,0.035452531
3232,6.75,6.518888889,0.035452531
3579,6.75,6.731111111,0.002806207
3580,6.75,6.731111111,0.002806207
3739,6.75,6.853333333,0.015077821
3740,6.75,6.853333333,0.015077821
3855,6.75,6.682222222,0.010143
3856,6.75,6.682222222,0.010143
3869,6.75,6.623333333,0.019124308
3870,6.75,6.623333333,0.019124308
4043,6.75,6.677777778,0.010815308
4044,6.75,6.677777778,0.010815308
487,6.76,6.75,0.001481481
488,6.76,6.75,0.001481481
565,6.76,6.773333333,0.001968504
566,6.76,6.773333333,0.001968504
827,6.76,6.744444444,0.002306425
828,6.76,6.744444444,0.002306425
873,6.76,6.772222222,0.001804758
874,6.76,6.772222222,0.001804758
931,6.76,6.9,0.020289855
932,6.76,6.9,0.020289855
1055,6.76,6.685555556,0.011135117
1056,6.76,6.685555556,0.011135117
1089,6.76,6.656666667,0.015523285
1090,6.76,6.656666667,0.015523285
1119,6.76,6.737777778,0.003298153
1120,6.76,6.737777778,0.003298153
1147,6.76,6.691111111,0.010295583
1148,6.76,6.691111111,0.010295583
1813,6.76,6.544444444,0.032937182
1814,6.76,6.544444444,0.032937182
1825,6.76,6.738888889,0.003132729
1826,6.76,6.738888889,0.003132729
1925,6.76,6.828888889,0.010087862
1926,6.76,6.828888889,0.010087862
2149,6.76,6.711111111,0.007284768
2150,6.76,6.711111111,0.007284768
2249,6.76,6.792222222,0.004743988
2250,6.76,6.792222222,0.004743988
2261,6.76,6.741111111,0.002802044
2262,6.76,6.741111111,0.002802044
2411,6.76,6.81,0.007342144
2412,6.76,6.81,0.007342144
2567,6.76,6.711111111,0.007284768
2568,6.76,6.711111111,0.007284768
2833,6.76,6.753333333,0.000987167
2834,6.76,6.753333333,0.000987167
2843,6.76,6.752222222,0.001151884
2844,6.76,6.752222222,0.001151884
2997,6.76,6.764444444,0.00065703
2998,6.76,6.764444444,0.00065703
3057,6.76,6.733333333,0.003960396
3058,6.76,6.733333333,0.003960396
3059,6.76,6.831111111,0.010409889
3060,6.76,6.831111111,0.010409889
3107,6.76,6.707777778,0.007785324
3108,6.76,6.707777778,0.007785324
3473,6.76,6.853333333,0.013618677
3474,6.76,6.853333333,0.013618677
3513,6.76,6.702222222,0.00862069
3514,6.76,6.702222222,0.00862069
3577,6.76,6.782222222,0.00327654
3578,6.76,6.782222222,0.00327654
3763,6.76,6.79,0.004418262
3764,6.76,6.79,0.004418262
139,6.77,6.883333333,0.016464891
140,6.77,6.883333333,0.016464891
291,6.77,6.712222222,0.008607846
292,6.77,6.712222222,0.008607846
469,6.77,6.694444444,0.011286307
470,6.77,6.694444444,0.011286307
639,6.77,6.714444444,0.008274036
640,6.77,6.714444444,0.008274036
695,6.77,6.568888889,0.030615697
696,6.77,6.568888889,0.030615697
893,6.77,6.868888889,0.014396635
894,6.77,6.868888889,0.014396635
911,6.77,6.857777778,0.012799741
912,6.77,6.857777778,0.012799741
1271,6.77,6.72,0.007440476
1272,6.77,6.72,0.007440476
1369,6.77,6.88,0.015988372
1370,6.77,6.88,0.015988372
1457,6.77,6.714444444,0.008274036
1458,6.77,6.714444444,0.008274036
1471,6.77,6.672222222,0.014654455
1472,6.77,6.672222222,0.014654455
1973,6.77,6.924444444,0.022304236
1974,6.77,6.924444444,0.022304236
2027,6.77,6.77,0
2028,6.77,6.77,0
2093,6.77,6.817777778,0.007007823
2094,6.77,6.817777778,0.007007823
2115,6.77,6.893333333,0.017891683
2116,6.77,6.893333333,0.017891683
2121,6.77,6.888888889,0.017258065
2122,6.77,6.888888889,0.017258065
2171,6.77,6.623333333,0.022143936
2172,6.77,6.623333333,0.022143936
2191,6.77,6.81,0.005873715
2192,6.77,6.81,0.005873715
2277,6.77,6.757777778,0.001808616
2278,6.77,6.757777778,0.001808616
2405,6.77,6.733333333,0.005445545
2406,6.77,6.733333333,0.005445545
2491,6.77,6.677777778,0.013810316
2492,6.77,6.677777778,0.013810316
2789,6.77,6.733333333,0.005445545
2790,6.77,6.733333333,0.005445545
2915,6.77,6.763333333,0.000985707
2916,6.77,6.763333333,0.000985707
3043,6.77,6.897777778,0.018524485
3044,6.77,6.897777778,0.018524485
3067,6.77,6.795555556,0.003760628
3068,6.77,6.795555556,0.003760628
3207,6.77,6.715555556,0.008107214
3208,6.77,6.715555556,0.008107214
3289,6.77,6.786666667,0.002455796
3290,6.77,6.786666667,0.002455796
3411,6.77,6.922222222,0.021990369
3412,6.77,6.922222222,0.021990369
3433,6.77,6.907777778,0.019945311
3434,6.77,6.907777778,0.019945311
121,6.78,6.795555556,0.002289078
122,6.78,6.795555556,0.002289078
301,6.78,6.667777778,0.016830528
302,6.78,6.667777778,0.016830528
597,6.78,6.847777778,0.009897777
598,6.78,6.847777778,0.009897777
769,6.78,6.687777778,0.013789666
770,6.78,6.687777778,0.013789666
797,6.78,6.765555556,0.002134998
798,6.78,6.765555556,0.002134998
1039,6.78,6.885555556,0.015329998
1040,6.78,6.885555556,0.015329998
1123,6.78,6.885555556,0.015329998
1124,6.78,6.885555556,0.015329998
1275,6.78,6.59,0.028831563
1276,6.78,6.59,0.028831563
1349,6.78,6.874444444,0.013738484
1350,6.78,6.874444444,0.013738484
1923,6.78,6.796666667,0.002452182
1924,6.78,6.796666667,0.002452182
2127,6.78,6.575555556,0.031091585
2128,6.78,6.575555556,0.031091585
2301,6.78,6.843333333,0.009254749
2302,6.78,6.843333333,0.009254749
2855,6.78,6.681111111,0.014801264
2856,6.78,6.681111111,0.014801264
3047,6.78,6.772222222,0.001148482
3048,6.78,6.772222222,0.001148482
3049,6.78,6.802222222,0.003266906
3050,6.78,6.802222222,0.003266906
3189,6.78,6.732222222,0.007096881
3190,6.78,6.732222222,0.007096881
3211,6.78,6.638888889,0.02125523
3212,6.78,6.638888889,0.02125523
3265,6.78,6.877777778,0.014216478
3266,6.78,6.877777778,0.014216478
3327,6.78,6.871111111,0.013260026
3328,6.78,6.871111111,0.013260026
3471,6.78,6.762222222,0.002628985
3472,6.78,6.762222222,0.002628985
3865,6.78,6.692222222,0.013116387
3866,6.78,6.692222222,0.013116387
